confirmed,death,recovered,tx_letalidade_1,tx_letalidade_2,tx_letalidade_pais_1,tx_letalidade_pais_2
155128,2899.0,57281.0,1.514906817719247,3.1928093361666807,186.87793306172966,4.817215021601861
169462,2449.0,129215.0,1.514906817719247,3.1928093361666807,144.5161747176358,1.8600376716490459
203198,3460.0,89419.0,1.514906817719247,3.1928093361666807,170.2772665085286,3.725276973266293
15209,127.0,13416.0,1.514906817719247,3.1928093361666807,83.50318890130843,0.937753821162224
56583,757.0,27646.0,1.514906817719247,3.1928093361666807,133.7857660428044,2.665211421328733
3188,42.0,1206.0,1.514906817719247,3.1928093361666807,131.74404015056462,3.3653846153846154
5255261,77108.0,3288467.0,1.514906817719247,3.1928093361666807,146.72534817966226,2.2910795332149783
260675,4428.0,212752.0,1.514906817719247,3.1928093361666807,169.86669224129662,2.038861773643982
105123,910.0,23579.0,1.514906817719247,3.1928093361666807,86.56526164588149,3.715954101841643
741046,10592.0,627672.0,1.514906817719247,3.1928093361666807,142.93309727061478,1.6595013975408295
483128,4903.0,323617.0,1.514906817719247,3.1928093361666807,101.48449272242554,1.4924509923292342
20984,229.0,10642.0,1.514906817719247,3.1928093361666807,109.1307662981319,2.1065219391040384
274981,939.0,205962.0,1.514906817719247,3.1928093361666807,34.14781384895684,0.45384024243478766
1555051,12549.0,737408.0,1.514906817719247,3.1928093361666807,80.69831793298097,1.6732959356336432
8180,47.0,3922.0,1.514906817719247,3.1928093361666807,57.457212713936435,1.184177374653565
536097,2831.0,383380.0,1.514906817719247,3.1928093361666807,52.807607578479264,0.7330189973874385
1242821,24921.0,0.0,1.514906817719247,3.1928093361666807,200.51962430631605,100.0
20568,324.0,12378.0,1.514906817719247,3.1928093361666807,157.52625437572928,2.550779404818139
23890,101.0,7893.0,1.514906817719247,3.1928093361666807,42.27710339053998,1.2634475856892668
2601,1.0,1241.0,1.514906817719247,3.1928093361666807,3.844675124951942,0.08051529790660225
500090,14435.0,291325.0,1.514906817719247,3.1928093361666807,288.6480433521966,4.721023024594453
233775,9211.0,174236.0,1.514906817719247,3.1928093361666807,394.01133568602285,5.021068755553375
178050,831.0,50494.0,1.514906817719247,3.1928093361666807,46.672283066554336,1.619094008767657
21399546,461057.0,14496224.0,1.514906817719247,3.1928093361666807,215.45176706085257,3.0824920652356536
6950,3.0,228.0,1.514906817719247,3.1928093361666807,4.316546762589928,1.2987012987012987
500112,17657.0,380359.0,1.514906817719247,3.1928093361666807,353.0609143551845,4.436253818941952
14213,166.0,13248.0,1.514906817719247,3.1928093361666807,116.79448392316894,1.2375130460712689
462608,3216.0,132297.0,1.514906817719247,3.1928093361666807,69.51890153218275,2.373204046844214
17505,6.0,773.0,1.514906817719247,3.1928093361666807,3.4275921165381322,0.7702182284980745
37535,263.0,28320.0,1.514906817719247,3.1928093361666807,70.06793659251365,0.9201273484238883
111673,203.0,21315.0,1.514906817719247,3.1928093361666807,18.17807348239951,0.9433962264150944
92303,1275.0,35261.0,1.514906817719247,3.1928093361666807,138.13202171110365,3.4897087803809943
1628329,25451.0,1322602.0,1.514906817719247,3.1928093361666807,156.30133713764232,1.8879821490698068
11371,98.0,6665.0,1.514906817719247,3.1928093361666807,86.18415266907044,1.449061067573562
5037,173.0,4742.0,1.514906817719247,3.1928093361666807,343.4584077824101,3.519837232960325
1653406,29047.0,1295499.0,1.514906817719247,3.1928093361666807,175.6797785903765,2.1929778203248507
108413,4846.0,97737.0,1.514906817719247,3.1928093361666807,446.9943641445214,4.723979606757455
4955848,87747.0,3141549.0,1.514906817719247,3.1928093361666807,177.05748844597332,2.7172176226645064
4137,146.0,3719.0,1.514906817719247,3.1928093361666807,352.91273869954074,3.7774902975420437
14244,153.0,8208.0,1.514906817719247,3.1928093361666807,107.41364785172705,1.829924650161464
56862,782.0,27665.0,1.514906817719247,3.1928093361666807,137.5259399950758,2.748971772067353
530113,3962.0,242019.0,1.514906817719247,3.1928093361666807,74.73878210872022,1.6106935088482444
60138,303.0,46642.0,1.514906817719247,3.1928093361666807,50.38411653197645,0.645436148684631
403080,8002.0,345396.0,1.514906817719247,3.1928093361666807,198.5213853329364,2.2643025710388853
872425,943.0,132910.0,1.514906817719247,3.1928093361666807,10.808952058916239,0.7045041949003757
120020,360.0,39061.0,1.514906817719247,3.1928093361666807,29.995000833194467,0.9132188427487886
1690758,30101.0,1617498.0,1.514906817719247,3.1928093361666807,178.0325747386675,1.8269615361504832
360103,2517.0,264320.0,1.514906817719247,3.1928093361666807,69.89666845319256,0.9432724847003976
712,13.0,699.0,1.514906817719247,3.1928093361666807,182.58426966292134,1.8258426966292134
12705,153.0,11354.0,1.514906817719247,3.1928093361666807,120.4250295159386,1.3296254453810723
3293,0.0,182.0,1.514906817719247,3.1928093361666807,0.0,0.0
358455,3628.0,238810.0,1.514906817719247,3.1928093361666807,101.21214657348901,1.4964650756069593
509238,20485.0,366425.0,1.514906817719247,3.1928093361666807,402.26770193897545,5.294512935824869
303783,15001.0,191475.0,1.514906817719247,3.1928093361666807,493.80643419809536,7.265251167205874
104348,2241.0,68408.0,1.514906817719247,3.1928093361666807,214.76214206309658,3.172019419949327
12214,118.0,8146.0,1.514906817719247,3.1928093361666807,96.61044702800066,1.4278799612778317
6709,14.0,3812.0,1.514906817719247,3.1928093361666807,20.86749142942316,0.36591740721380034
155469,1250.0,122918.0,1.514906817719247,3.1928093361666807,80.40188076079477,1.0067005991881965
45904,672.0,17861.0,1.514906817719247,3.1928093361666807,146.392471244336,3.6259644957643125
344322,4143.0,236774.0,1.514906817719247,3.1928093361666807,120.32341819575862,1.719679391657708
50953,4.0,161.0,1.514906817719247,3.1928093361666807,0.7850371911369302,2.4242424242424243
140889,948.0,46000.0,1.514906817719247,3.1928093361666807,67.28701318058897,2.0192553463406324
7100572,109518.0,390878.0,1.514906817719247,3.1928093361666807,154.238278268286,21.886266077266807
29515,150.0,21791.0,1.514906817719247,3.1928093361666807,50.82161612739286,0.6836516111389637
9934,178.0,5767.0,1.514906817719247,3.1928093361666807,179.18260519428227,2.9941126997476872
611269,4739.0,325016.0,1.514906817719247,3.1928093361666807,77.52724250698138,1.4371275644038755
4228774,88413.0,3479700.0,1.514906817719247,3.1928093361666807,209.07478148513025,2.4778643501481032
127016,784.0,91853.0,1.514906817719247,3.1928093361666807,61.724507148705676,0.8463141077539211
653535,12024.0,93764.0,1.514906817719247,3.1928093361666807,183.98402533911724,11.366128483381859
5039,1.0,160.0,1.514906817719247,3.1928093361666807,1.9845207382417147,0.6211180124223602
557244,8121.0,232359.0,1.514906817719247,3.1928093361666807,145.73508193897106,3.3769960079840318
30392,161.0,20971.0,1.514906817719247,3.1928093361666807,52.97446696499078,0.7618777209918607
6103,68.0,3516.0,1.514906817719247,3.1928093361666807,111.42061281337048,1.8973214285714284
31638,382.0,14468.0,1.514906817719247,3.1928093361666807,120.74088121878755,2.5723905723905727
21647,302.0,12528.0,1.514906817719247,3.1928093361666807,139.51124867187139,2.3538581449727203
27,0.0,27.0,1.514906817719247,3.1928093361666807,0.0,0.0
365994,6296.0,84389.0,1.514906817719247,3.1928093361666807,172.02467800018576,6.942713789491095
822072,29709.0,692248.0,1.514906817719247,3.1928093361666807,361.39170291653284,4.115065024648282
11781,29.0,6476.0,1.514906817719247,3.1928093361666807,24.615906968848147,0.4458109146810146
33739980,325972.0,25454320.0,1.514906817719247,3.1928093361666807,96.61297961646686,1.264423226858718
4213414,50262.0,1659974.0,1.514906817719247,3.1928093361666807,119.29043763560855,2.938892644056142
5572962,79741.0,2425033.0,1.514906817719247,3.1928093361666807,143.0854902653203,3.183560672539718
2000869,16334.0,1107101.0,1.514906817719247,3.1928093361666807,81.63452979680328,1.453933694428249
388665,4941.0,23364.0,1.514906817719247,3.1928093361666807,127.12747481764501,17.456279809220987
1277270,6407.0,832539.0,1.514906817719247,3.1928093361666807,50.161672943073896,0.7636963523278019
4668261,126002.0,3845087.0,1.514906817719247,3.1928093361666807,269.9120721827679,3.1729835317213997
83486,942.0,24866.0,1.514906817719247,3.1928093361666807,112.83328941379393,3.6500309981401116
1700687,12877.0,666786.0,1.514906817719247,3.1928093361666807,75.7164604656824,1.8946154197006455
822892,9436.0,713902.0,1.514906817719247,3.1928093361666807,114.66875361529824,1.3045077128534655
960578,3442.0,402272.0,1.514906817719247,3.1928093361666807,35.8325924599564,0.8483808791414641
249174,3141.0,116133.0,1.514906817719247,3.1928093361666807,126.05649064509137,2.633432265204487
2,0.0,0.0,1.514906817719247,3.1928093361666807,0.0,
311289,1957.0,130381.0,1.514906817719247,3.1928093361666807,62.86762461892326,1.4787891610875183
160027,2247.0,102303.0,1.514906817719247,3.1928093361666807,140.4138051703775,2.149210903873745
411605,1764.0,291521.0,1.514906817719247,3.1928093361666807,42.85662224705725,0.6014627410198271
178444,1797.0,98000.0,1.514906817719247,3.1928093361666807,100.70386227612022,1.8006553303205508
23488,3.0,1402.0,1.514906817719247,3.1928093361666807,1.2772479564032697,0.21352313167259787
157083,2370.0,125340.0,1.514906817719247,3.1928093361666807,150.8756517255209,1.855766972046042
623609,7718.0,517859.0,1.514906817719247,3.1928093361666807,123.76344792971237,1.468481307210932
14395,326.0,6434.0,1.514906817719247,3.1928093361666807,226.46752344564084,4.822485207100591
5797,86.0,2033.0,1.514906817719247,3.1928093361666807,148.352596170433,4.058518168947617
339269,3116.0,171279.0,1.514906817719247,3.1928093361666807,91.84452455131473,1.7867484732933856
3447,58.0,2929.0,1.514906817719247,3.1928093361666807,168.26225703510298,1.9417475728155338
329869,4245.0,254322.0,1.514906817719247,3.1928093361666807,128.68744865385958,1.641740825395352
78130,814.0,67993.0,1.514906817719247,3.1928093361666807,104.1853321387431,1.1830191695612364
9,2.0,7.0,1.514906817719247,3.1928093361666807,2222.222222222222,22.22222222222222
42898,829.0,40176.0,1.514906817719247,3.1928093361666807,193.2491025222621,2.0217046701621753
61552,1154.0,32603.0,1.514906817719247,3.1928093361666807,187.48375357421367,3.418550226619664
2232960,2650.0,479666.0,1.514906817719247,3.1928093361666807,11.867655488678704,0.5494323223778601
84720,157.0,38233.0,1.514906817719247,3.1928093361666807,18.53163361661945,0.408960666840323
15194,517.0,9690.0,1.514906817719247,3.1928093361666807,340.2658944320126,5.065151366709121
37127,419.0,30043.0,1.514906817719247,3.1928093361666807,112.85587308427829,1.3754842098352045
4,0.0,4.0,1.514906817719247,3.1928093361666807,0.0,0.0
35989,463.0,18431.0,1.514906817719247,3.1928093361666807,128.6504209619606,2.450513390494337
15607,17.0,1183.0,1.514906817719247,3.1928093361666807,10.892548215544306,1.4166666666666665
3655395,223455.0,1924865.0,1.514906817719247,3.1928093361666807,611.3019249629657,10.401383406568854
1,0.0,1.0,1.514906817719247,3.1928093361666807,0.0,0.0
292839,6100.0,247349.0,1.514906817719247,3.1928093361666807,208.30558771201925,2.4067958445288795
3313,32.0,2463.0,1.514906817719247,3.1928093361666807,96.58919408391185,1.282565130260521
304084,268.0,49320.0,1.514906817719247,3.1928093361666807,8.813354204759213,0.5404533354843915
131020,1583.0,97090.0,1.514906817719247,3.1928093361666807,120.82124866432606,1.6042889138872842
931973,9138.0,506740.0,1.514906817719247,3.1928093361666807,98.05005080619289,1.7713490398892762
150662,836.0,69499.0,1.514906817719247,3.1928093361666807,55.488444332346575,1.1885974266012653
127493,818.0,50241.0,1.514906817719247,3.1928093361666807,64.16038527605437,1.6020681956168354
794163,7163.0,434750.0,1.514906817719247,3.1928093361666807,90.19558957040306,1.6209072826551831
2039630,17889.0,26810.0,1.514906817719247,3.1928093361666807,87.7070841280036,40.02102955323386
4274,26.0,2630.0,1.514906817719247,3.1928093361666807,60.832943378568096,0.9789156626506025
14448,186.0,4225.0,1.514906817719247,3.1928093361666807,128.7375415282392,4.216730900022671
6008,192.0,5083.0,1.514906817719247,3.1928093361666807,319.57390146471374,3.6398104265402846
205484,2071.0,156557.0,1.514906817719247,3.1928093361666807,100.7864359268848,1.3055702650225685
190915,5398.0,147473.0,1.514906817719247,3.1928093361666807,282.743629363853,3.531081761746832
188850,783.0,17998.0,1.514906817719247,3.1928093361666807,41.4614773629865,4.1691070763005165
303738,2303.0,197080.0,1.514906817719247,3.1928093361666807,75.82192547524511,1.1550633704979862
1245127,20736.0,839322.0,1.514906817719247,3.1928093361666807,166.53722873249072,2.41100018835939
5,,,1.514906817719247,3.1928093361666807,,
466851,6369.0,364783.0,1.514906817719247,3.1928093361666807,136.42468367851842,1.7160085355864982
19903,162.0,14857.0,1.514906817719247,3.1928093361666807,81.3947646083505,1.0786337306078966
459948,8987.0,288232.0,1.514906817719247,3.1928093361666807,195.3916529694661,3.0236963316611654
2175305,68978.0,1897522.0,1.514906817719247,3.1928093361666807,317.0957635825781,3.507653190948386
2535732,20722.0,1142246.0,1.514906817719247,3.1928093361666807,81.71999249132006,1.78182030803943
2905866,73682.0,2636675.0,1.514906817719247,3.1928093361666807,253.56296539482548,2.7185348645953282
1068530,17023.0,808557.0,1.514906817719247,3.1928093361666807,159.3123262800296,2.0619443300467553
236558,554.0,212716.0,1.514906817719247,3.1928093361666807,23.4192037470726,0.2597646176208562
1221636,30247.0,1038539.0,1.514906817719247,3.1928093361666807,247.59420973186775,2.8300333275323593
7377774,118781.0,4616422.0,1.514906817719247,3.1928093361666807,160.99842581244695,2.5084669020525623
97358,352.0,25602.0,1.514906817719247,3.1928093361666807,36.15522093715976,1.3562456654080295
1891,0.0,45.0,1.514906817719247,3.1928093361666807,0.0,0.0
11459,77.0,4772.0,1.514906817719247,3.1928093361666807,67.19609040928528,1.5879562796452875
3423,12.0,1831.0,1.514906817719247,3.1928093361666807,35.056967572305,0.6511123168746609
3,0.0,3.0,1.514906817719247,3.1928093361666807,0.0,0.0
5438,90.0,4995.0,1.514906817719247,3.1928093361666807,165.5020228025009,1.7699115044247788
3453,37.0,2291.0,1.514906817719247,3.1928093361666807,107.1532001158413,1.5893470790378006
547035,7334.0,430937.0,1.514906817719247,3.1928093361666807,134.068204045445,1.6733938590506785
73764,1138.0,39972.0,1.514906817719247,3.1928093361666807,154.27579849248957,2.768182923862807
934440,6844.0,0.0,1.514906817719247,3.1928093361666807,73.24172766576773,100.0
21473,40.0,9936.0,1.514906817719247,3.1928093361666807,18.628044521026403,0.40096230954290296
6393,79.0,3131.0,1.514906817719247,3.1928093361666807,123.5726575942437,2.4610591900311527
94043,32.0,61423.0,1.514906817719247,3.1928093361666807,3.402698765458354,0.05207062077943211
411080,12333.0,255300.0,1.514906817719247,3.1928093361666807,300.01459569913396,4.608176121778705
292333,4372.0,244646.0,1.514906817719247,3.1928093361666807,149.55547269723226,1.7556963753624235
20,0.0,20.0,1.514906817719247,3.1928093361666807,0.0,0.0
19980,768.0,6726.0,1.514906817719247,3.1928093361666807,384.38438438438436,10.248198558847077
2898888,56363.0,1554184.0,1.514906817719247,3.1928093361666807,194.42972615706438,3.4996184526126837
11995,115.0,10514.0,1.514906817719247,3.1928093361666807,95.87328053355566,1.0819456204722928
4956691,79905.0,150376.0,1.514906817719247,3.1928093361666807,161.20633705026194,34.69891133007065
516465,1363.0,148391.0,1.514906817719247,3.1928093361666807,26.390946143494716,0.9101593279645284
38245,2600.0,27949.0,1.514906817719247,3.1928093361666807,679.8274284220159,8.510916887623162
865,,,1.514906817719247,3.1928093361666807,,
41419,288.0,11459.0,1.514906817719247,3.1928093361666807,69.53330597068978,2.451689793138674
1152027,14451.0,0.0,1.514906817719247,3.1928093361666807,125.43976833876289,100.0
839219,10805.0,317600.0,1.514906817719247,3.1928093361666807,128.7506598396843,3.2901447907309573
33933,1763.0,21593.0,1.514906817719247,3.1928093361666807,519.5532372616627,7.548381572187019
16216,99.0,1133.0,1.514906817719247,3.1928093361666807,61.050814010853486,8.035714285714286
17484,90.0,13218.0,1.514906817719247,3.1928093361666807,51.47563486616335,0.6762849413886384
1367,21.0,183.0,1.514906817719247,3.1928093361666807,153.62106803218728,10.294117647058822
1591829,988.0,26873.0,1.514906817719247,3.1928093361666807,6.206696824847392,3.5461756577294423
19455,16.0,3915.0,1.514906817719247,3.1928093361666807,8.224106913389875,0.4070211142203002
25368,125.0,12644.0,1.514906817719247,3.1928093361666807,49.274676758120464,0.9789333542172448
50459,470.0,13281.0,1.514906817719247,3.1928093361666807,93.14492954676074,3.4179332412188206
706314,12574.0,301273.0,1.514906817719247,3.1928093361666807,178.02280572096828,4.006410767029795
7095550,47271.0,5094279.0,1.514906817719247,3.1928093361666807,66.62062842203916,0.9193920121364181
43349211,594306.0,0.0,1.514906817719247,3.1928093361666807,137.09730495440851,100.0
123445,362.0,43401.0,1.514906817719247,3.1928093361666807,29.32480051844951,0.8271827799739506
2520986,52414.0,2084477.0,1.514906817719247,3.1928093361666807,207.9107142998811,2.452815796407023
735727,1673.0,547008.0,1.514906817719247,3.1928093361666807,22.73941285286526,0.3049130551267494
7808054,128037.0,15481.0,1.514906817719247,3.1928093361666807,163.98067943689938,89.21319973801197
388822,4176.0,246321.0,1.514906817719247,3.1928093361666807,107.40133017164666,1.6670858333632739
173409,688.0,95529.0,1.514906817719247,3.1928093361666807,39.67498803406975,0.7150503549268841
4,1.0,3.0,1.514906817719247,3.1928093361666807,2500.0,25.0
367672,2615.0,213365.0,1.514906817719247,3.1928093361666807,71.12317500380773,1.2107602555792203
779398,47.0,2896.0,1.514906817719247,3.1928093361666807,0.6030295176533684,1.5970098538905877
402255,3492.0,300524.0,1.514906817719247,3.1928093361666807,86.81060521311107,1.148623756644387
9039,1319.0,3399.0,1.514906817719247,3.1928093361666807,1459.232215953092,27.956761339550656
209002,1276.0,91594.0,1.514906817719247,3.1928093361666807,61.0520473488292,1.3739636050393023
130485,1594.0,36578.0,1.514906817719247,3.1928093361666807,122.15963520711193,4.175835691082469
